sample,spotsize,fluence,rep_rate,sig_bg,N,9.979,10B,10.035,10.433,11B,11/10B,11/10.035,11/9.979,11/10B2se,11/10.0352se,11/9.9792se,11/10Bc,[B],d11B,r2se,B/Ca,B/Ca_2sd,Dd11B,cald11B
nist612 - 35,75,6.163,6,97.81583263620084,53,3.19309603943692e-05,0.008756039239818035,2.741444640237875e-05,0.0,0.040094401947013955,4.578867846890722,1624.0230753208943,1335.2723272683545,0.0019076316077162431,182.67160781864735,100.29940579971732,4.0407873027589245,0.0,-0.7128913192904207,0.4166164369674088,434.84892638413453,53.03069748965267,-4.496700090527469,3.783808771237048
nist612 - 36,75,6.133,6,96.20576473336344,53,2.1954008932052943e-05,0.008823973383002778,1.8790495222824457e-05,0.0,0.04044010716366431,4.582978938654922,-4823.432260273686,3103.5390445244984,0.0017361181430815317,15363.801363757848,1415.9609363034606,4.044415284163223,0.0,0.18430884894726773,0.37881870423586816,-1282.5808987865014,4085.7781697980627,,
nist612 - 37,75,6.144,6,96.65710913490267,53,3.1088866049995524e-05,0.008648511976447714,2.8010214761464673e-05,0.0,0.039593154347677885,4.5780113079754425,1560.5482199629864,1355.922053892114,0.0016672830223828058,141.23063510820802,106.10304729979265,4.041305458718381,0.0,-0.5847512981075331,0.36419373178004155,435.5762241502257,44.443083195802856,-4.627135333347458,4.042384035239925
nist612 - 38,75,6.348,6,95.44160753062847,53,2.136379223384905e-05,0.008746427801439985,2.093473640768577e-05,0.0,0.04005480148786598,4.579515280601272,2461.571852101143,713.4015500035828,0.0015523699205245245,495.95565566444367,3569.241434380188,4.042633112228528,0.0,-0.2564224507616286,0.33898127321472865,689.6862258694953,142.70710149419546,-3.3989431635136738,3.142520712752045
nist612 - 39,75,6.08,6,99.29042932535629,53,3.0088790632063512e-05,0.008778240417570029,2.678042169234048e-05,0.0,0.04016575576870948,4.575600661122681,1687.5853709045743,1417.3159305837744,0.0021249639254096726,234.11298653621353,108.19363850583899,4.038977361529056,0.0,-1.1604899685048187,0.4644120155556334,492.6061583572218,72.17210529981243,-4.3757831588531975,3.215293190348379
nist612 - 40,75,6.237,6,97.674339234273,53,2.1371586780667034e-05,0.008825349226411894,2.012369937972028e-05,0.0,0.0404265288182159,4.580470859854009,2201.1788962518917,2373.8348534929332,0.0018540296468492804,712.0490242177642,442.0994669755933,4.043276386701668,0.0,-0.0973406084897599,0.4047683532055857,642.2862441263876,209.96284833240503,-3.6519312460134294,3.5545906375236695
nist612 - 41,75,6.268,6,99.5312038480017,53,3.0436482356640983e-05,0.008690780871014183,2.580558054524329e-05,0.0,0.03979410037060442,4.57903877148058,1801.3409613956424,1457.9015027685305,0.0017622688626981544,268.46155202869693,192.85776965315011,4.041890782605564,0.0,-0.44000064160421015,0.38485563251266053,522.5217804114019,81.67326376037036,-4.180397377642947,3.740396736038737
nist612 - 42,75,6.161,6,96.49762454592279,53,2.3602665280489232e-05,0.008649132899689672,1.9269954953033074e-05,0.0,0.03960653993034531,4.579394950323584,2096.506499554177,2539.746642719856,0.0021164695670493274,2316.5511208535877,1256.6605432726792,4.042205179590247,0.0,-0.36225023549230073,0.4621723153404307,607.9178390741561,672.3340387129258,-3.771066241155787,3.4088160056634864
nist612 - 43,75,6.124,6,99.147581818727,53,2.8404211120377e-05,0.008653654312329121,2.6886915072999552e-05,0.0,0.039617988330732275,4.578210508825546,1614.3173754186419,1254.3706946624009,0.0015187583692804526,179.1077983038081,511.1485318184268,4.042687364941416,0.0,-0.24300574937718977,0.33173624636802945,500.851968066831,60.37320846422265,-4.515989498282015,4.272983748904825
nist612 - 44,75,6.163,6,96.79288670003214,53,2.046121434615027e-05,0.00860268252796537,1.9209943672982108e-05,0.0,0.03938486225312199,4.5784114139842975,2190.0907054152644,6998.674755746952,0.0018193668619023043,551.1488583743509,8715.271681863476,4.042864769791034,0.0,-0.1991335121227511,0.3973795051150779,684.4399157954895,175.23658428847065,-3.6640197831038366,3.4648862709810855
nist612 - 45,75,6.123,6,99.69915826208856,53,2.7931999168811806e-05,0.008660549901412282,2.7955344514300113e-05,0.0,0.03961197481694846,4.573789161823454,1583.6895924252767,1601.576809693621,0.0017905426287082471,179.80147958759304,191.417379500354,4.038830762719711,0.0,-1.1967438688835763,0.39147904841210546,560.2391745358171,68.86645420374738,-4.578388014321093,3.381644145437517
nist612 - 46,75,6.301,6,97.213987294761,53,2.1355895701008993e-05,0.008551937570594342,2.0801921031617682e-05,0.0,0.03914889878342785,4.5777235116184904,2161.161472895361,2206.119882691277,0.002010501616421789,255.33487703330644,323.9392015411783,4.0423049440650445,0.0,-0.3375784707839724,0.439192452606418,770.8808543609131,98.05368705998049,-3.6961345491695194,3.358556078385547
nist612 - 47,75,6.164,6,101.89400272146557,50,2.864982691603774e-05,0.008708609234697856,2.733464424787005e-05,0.0,0.039849552819268906,4.575847881928129,1592.1758592663812,1555.5188870015097,0.00208966653293293,163.78847713090516,173.79658801945257,4.039002748898226,0.0,-1.1542116695412163,0.4566730771767713,485.16274561703136,54.89578362174275,-4.560861787735096,3.4066501181938795
nist612 - 48,75,6.118,6,98.39523208617628,53,2.1882337988969977e-05,0.008633908641825191,1.765943389984114e-05,0.0,0.03954713596543235,4.580558403365979,5728.162029009227,2203.5194824790733,0.0017220546419282902,5679.117833345118,327.6868783206229,4.0431606251054655,0.0,-0.12596846293944086,0.37594862684489627,1727.8624398572708,1715.002270349291,-2.1646935055953795,2.0387250426559387
nist612 - 49,75,6.032,6,100.71530241932756,53,2.4167446123463754e-05,0.008588411572836076,2.110041375570178e-05,0.0,0.039331364084313016,4.579740493586741,2429.7992702844554,3662.3654136778705,0.0018959198098370002,594.429175569991,2330.548874921621,4.043426509327797,0.0,-0.06021526786370579,0.4139797467764733,668.2027296964332,166.47461262949108,-3.426947824546623,3.3667325566829174
nist612 - 50,75,6.238,6,99.48209716585512,50,2.284473301414094e-05,0.008673231974614575,1.6862944822735053e-05,0.0,0.03971735510151997,4.579232877999864,3435.9982521535458,2088.3056312907825,0.0015053590241845723,1217.7908339031708,327.28276428951574,4.042978338449251,0.0,-0.17104797145883754,0.3287360709294368,947.3418058410637,338.7124735269098,-2.788747185293572,2.6176992138347344
